neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Chamartín,Prosperidad,40.4421744163622,-3.67064531804238,Entire home/apt,75,2,39,1.08,1,300
Centro,Sol,40.4199116898222,-3.70555070010753,Private room,30,2,112,2.97,5,276
Retiro,Niño Jesús,40.4075061162444,-3.67525801933983,Entire home/apt,120,1,14,0.38,1,352
Arganzuela,Delicias,40.3984134413787,-3.69488843688108,Entire home/apt,55,3,47,1.37,1,149
Centro,Embajadores,40.4099400794909,-3.7038058056596,Entire home/apt,60,3,157,4.14,8,73
Centro,Embajadores,40.4088258576639,-3.69347795847571,Entire home/apt,140,2,137,3.8,6,270
Centro,Palacio,40.4100097833283,-3.71169960809442,Entire home/apt,60,2,12,0.39,1,31
Chamberí,Vallehermoso,40.439767181021,-3.70874353760381,Private room,36,2,29,0.8,1,309
Centro,Universidad,40.4270976888132,-3.70155034077047,Entire home/apt,55,3,44,1.21,1,3
Centro,Embajadores,40.4106820393295,-3.69873188530792,Entire home/apt,80,1,17,0.46,1,363
Centro,Sol,40.4187248833921,-3.70028061113593,Entire home/apt,60,2,51,1.44,8,287
Ciudad Lineal,Pueblo Nuevo,40.4281215790077,-3.64331406199344,Private room,28,1,12,0.38,1,180
Centro,Universidad,40.4220050239269,-3.701437832603,Entire home/apt,50,1,0,0,1,0
Centro,Sol,40.4188008165493,-3.70193674374806,Entire home/apt,74,2,136,3.6,1,300
Centro,Sol,40.4168619043527,-3.70587253484462,Entire home/apt,110,1,7,0.19,1,222
Centro,Cortes,40.414506272591,-3.70109856554386,Entire home/apt,145,2,7,0.24,15,234
Centro,Universidad,40.4210066011563,-3.70366147040988,Entire home/apt,70,3,5,0.3,2,284
Centro,Cortes,40.4130913443284,-3.69829218140522,Entire home/apt,70,1,300,9.73,4,287
Centro,Embajadores,40.41250494788,-3.70745164553893,Entire home/apt,120,3,13,0.37,6,98
Centro,Sol,40.4139744981312,-3.70634192132048,Entire home/apt,150,3,9,0.26,6,103
Centro,Palacio,40.4122552393583,-3.70776429948251,Entire home/apt,300,3,24,0.66,6,166
Salamanca,Goya,40.4240751522511,-3.67571830884035,Entire home/apt,105,2,103,3.51,18,328
San Blas - Canillejas,Arcos,40.42745419214,-3.61435267802917,Private room,23,1,2,0.07,6,340
Centro,Embajadores,40.4086733153643,-3.69836233343014,Entire home/apt,59,2,124,3.32,1,310
Centro,Embajadores,40.4087498327406,-3.699863230773,Entire home/apt,50,2,14,0.5,2,303
Chamberí,Vallehermoso,40.4466881302851,-3.7087972115409,Private room,75,1,0,0,2,196
Retiro,Ibiza,40.4174322541011,-3.67751952892638,Entire home/apt,75,2,8,0.29,10,312
Centro,Embajadores,40.4080166081167,-3.69853764811242,Entire home/apt,50,1,79,2.17,9,137
Centro,Universidad,40.429015266028,-3.70787567626104,Entire home/apt,75,3,10,0.26,1,234
Salamanca,Goya,40.4237456946408,-3.67427626950636,Entire home/apt,120,4,10,0.31,1,149
Centro,Universidad,40.4261095465448,-3.70213998270724,Entire home/apt,39,6,49,1.29,1,267
Centro,Sol,40.4174953151076,-3.70535340306537,Entire home/apt,100,3,15,1.17,1,255
Latina,Puerta del Angel,40.4086890817105,-3.7321142130767,Entire home/apt,43,2,49,1.3,5,38
Moncloa - Aravaca,Casa de Campo,40.4269634634442,-3.72076640515976,Private room,24,3,17,0.47,3,210
Chamberí,Trafalgar,40.430095293704,-3.69782493432434,Private room,35,2,38,1.03,2,66
Latina,Puerta del Angel,40.4118234262383,-3.73012629131372,Entire home/apt,42,3,80,2.11,3,248
Centro,Universidad,40.4230529743186,-3.70329067774316,Entire home/apt,56,2,197,5.3,1,261
Chamberí,Almagro,40.4260309818057,-3.69192862602029,Entire home/apt,41,6,83,2.3,2,315
Centro,Justicia,40.4207496805912,-3.69874790498775,Entire home/apt,500,1,6,0.18,8,94
Centro,Sol,40.4174592716994,-3.70377414758299,Private room,35,1,0,0,1,343
Chamberí,Trafalgar,40.4295296540686,-3.69894864384064,Entire home/apt,74,3,223,5.98,1,247
Centro,Embajadores,40.4129196192519,-3.70333221896704,Entire home/apt,120,2,0,0,11,298
Centro,Cortes,40.4143086955465,-3.70193094814427,Entire home/apt,75,2,179,4.74,23,266
Centro,Palacio,40.4118688860672,-3.71216815308324,Entire home/apt,60,4,7,0.29,5,234
Centro,Palacio,40.4222956544794,-3.71123871577122,Entire home/apt,59,3,127,3.37,3,311
Centro,Cortes,40.4134847838645,-3.69771691525125,Entire home/apt,81,2,95,2.7,1,313
Centro,Sol,40.4152969696676,-3.70597584381968,Entire home/apt,85,2,167,4.51,6,298
Centro,Embajadores,40.4132786945972,-3.70217963127015,Entire home/apt,130,2,0,0,11,311
Centro,Embajadores,40.410518837048,-3.6959037446358,Entire home/apt,115,3,26,0.72,11,290
Centro,Sol,40.4159835017525,-3.70282782592953,Entire home/apt,75,2,241,6.38,8,237
Centro,Embajadores,40.4108991965291,-3.7010326587525,Entire home/apt,60,2,23,0.74,11,309
Centro,Universidad,40.4208021415739,-3.70425023941232,Entire home/apt,63,1,194,5.27,46,292
Centro,Justicia,40.4253446178675,-3.69857790789525,Entire home/apt,75,1,8,1.33,1,78
Moncloa - Aravaca,Argüelles,40.4270042383114,-3.71402663253727,Entire home/apt,75,2,116,3.13,3,272
Centro,Embajadores,40.4084959501236,-3.69851779944689,Entire home/apt,60,2,145,3.91,1,179
Centro,Embajadores,40.4106627175349,-3.70069544746264,Entire home/apt,57,5,72,1.94,1,273
Moratalaz,Vinateros,40.4056785993365,-3.64388112012546,Private room,25,4,0,0,1,90
Arganzuela,Imperial,40.4125682375509,-3.71815437297469,Private room,20,2,14,0.59,1,323
Arganzuela,Palos de Moguer,40.4061288199173,-3.69363880844143,Private room,30,2,107,2.96,1,347
Centro,Universidad,40.4260334171298,-3.70172085311468,Entire home/apt,99,3,77,2.14,2,334
Centro,Justicia,40.4217816808295,-3.69863079527804,Private room,30,1,1,0.03,3,341
Centro,Palacio,40.413046930537,-3.71362898592104,Entire home/apt,135,5,46,1.22,2,167
Arganzuela,Imperial,40.4130785282012,-3.71843519514568,Private room,51,2,18,0.48,2,72
Chamberí,Gaztambide,40.4350786473167,-3.71474450928204,Private room,35,1,10,0.33,1,178
Centro,Universidad,40.4250769401234,-3.70832963821691,Entire home/apt,110,2,56,1.55,1,258
Centro,Embajadores,40.4107028173597,-3.70464994759991,Entire home/apt,84,7,0,0,1,194
Centro,Universidad,40.4214569537486,-3.70438619267741,Entire home/apt,90,3,59,1.59,1,321
Centro,Cortes,40.4139205981475,-3.69633848302293,Entire home/apt,60,2,25,0.71,11,294
Moncloa - Aravaca,Argüelles,40.4213047191249,-3.71438516748221,Entire home/apt,79,3,101,2.8,1,179
Hortaleza,Apostol Santiago,40.4793475967907,-3.65944193619534,Private room,21,2,23,0.62,2,310
Centro,Palacio,40.4126151670483,-3.70828705879745,Private room,50,2,163,4.49,2,319
Chamberí,Trafalgar,40.4291291878218,-3.6985622762491,Private room,45,2,145,4.35,1,284
Salamanca,Fuente del Berro,40.4242852296911,-3.66539694612857,Entire home/apt,75,3,48,1.34,1,329
Centro,Justicia,40.4230428048166,-3.69468229089144,Entire home/apt,55,2,4,0.11,26,308
Centro,Universidad,40.423516166049,-3.70121368751106,Entire home/apt,60,2,93,2.53,1,106
Chamartín,Nueva España,40.4592781696912,-3.67076835462449,Entire home/apt,150,2,0,0,1,362
Usera,Moscardó,40.3856898579329,-3.71003077458078,Entire home/apt,85,1,0,0,1,0
Fuencarral - El Pardo,Valverde,40.4973277647225,-3.68988481113143,Private room,25,1,0,0,1,365
Arganzuela,Palos de Moguer,40.4013641687686,-3.69714783568828,Private room,30,1,0,0,1,365
Centro,Universidad,40.4280135830484,-3.70261825843568,Private room,27,3,1,0.04,2,334
Tetuán,Almenara,40.4710690075439,-3.68908022090194,Entire home/apt,85,4,14,0.38,1,313
Centro,Embajadores,40.4110304673427,-3.70829030779108,Private room,24,1,72,2.17,5,332
Retiro,Ibiza,40.4205599603756,-3.67234298260567,Entire home/apt,75,2,68,1.88,1,56
Centro,Embajadores,40.4101438506816,-3.70051918494863,Entire home/apt,49,2,124,3.43,1,288
Ciudad Lineal,Ventas,40.4281245983265,-3.65498774007171,Private room,25,1,13,0.53,3,329
Moncloa - Aravaca,Argüelles,40.4243609457094,-3.7119718804473,Entire home/apt,105,3,7,0.19,6,274
Centro,Palacio,40.415009325738,-3.71619634973901,Entire home/apt,120,3,2,0.06,1,361
Centro,Embajadores,40.4135341067266,-3.7068083346776,Private room,50,2,109,2.96,2,335
Centro,Sol,40.415268058247,-3.70410558225444,Entire home/apt,84,2,230,6.32,2,85
Moncloa - Aravaca,Argüelles,40.4265744978975,-3.71603373234729,Private room,23,4,6,0.2,25,361
Centro,Cortes,40.4125342335738,-3.69779136618661,Entire home/apt,500,2,49,1.45,8,355
Centro,Universidad,40.4276423146163,-3.70428918738467,Entire home/apt,100,3,0,0,2,365
Salamanca,Recoletos,40.4274789683694,-3.68220702945135,Private room,50,1,0,0,1,0
Chamartín,El Viso,40.4395615389823,-3.68104547745766,Entire home/apt,115,1,34,0.94,3,327
Retiro,Ibiza,40.4215358350206,-3.67889172664228,Entire home/apt,110,2,4,0.11,1,321
Centro,Palacio,40.4174739173024,-3.71132412851257,Entire home/apt,100,2,10,0.28,1,54
Centro,Justicia,40.4224753426441,-3.69878903744951,Entire home/apt,500,2,46,1.38,8,251
Arganzuela,Palos de Moguer,40.4042063149225,-3.69643387227922,Entire home/apt,75,1,27,0.81,1,284
Centro,Embajadores,40.4064142400196,-3.70114858138621,Entire home/apt,70,3,38,1.05,2,293
Centro,Universidad,40.427209490322,-3.70448373252555,Entire home/apt,100,3,11,0.33,2,351
Centro,Embajadores,40.4091229875515,-3.70133150195138,Entire home/apt,29,2,32,0.89,1,163
Chamberí,Gaztambide,40.4361478222414,-3.71375657446285,Entire home/apt,75,1,1,0.03,1,364
Tetuán,Bellas Vistas,40.4542965177116,-3.70686382053734,Entire home/apt,83,3,40,1.11,1,335
Centro,Embajadores,40.4082482059517,-3.69840003036806,Entire home/apt,50,4,73,2.04,1,237
Centro,Palacio,40.4104590582005,-3.71500659508947,Entire home/apt,68,1,128,3.5,23,122
Moratalaz,Fontarrón,40.4022436343073,-3.64768909620259,Private room,45,2,0,0,1,365
Centro,Universidad,40.4275370011817,-3.70233766203447,Private room,25,3,11,0.34,2,335
Salamanca,Lista,40.4329715211729,-3.67529888923041,Private room,29,2,18,0.51,2,337
Centro,Embajadores,40.4097161305502,-3.70101959779253,Private room,22,2,99,2.74,1,338
Centro,Embajadores,40.4081706282674,-3.7047257262238,Entire home/apt,70,2,18,0.5,1,308
Tetuán,Almenara,40.4712768634725,-3.69188764245235,Private room,52,1,25,0.69,3,351
Latina,Puerta del Angel,40.4108155102498,-3.73551910351513,Entire home/apt,60,2,78,2.17,1,336
Centro,Sol,40.4159517794314,-3.70613982288779,Entire home/apt,109,2,149,4.46,5,292
Centro,Sol,40.4145648060474,-3.70526895496923,Entire home/apt,109,2,163,4.69,5,305
Centro,Cortes,40.4134304334893,-3.69532017787488,Entire home/apt,30,2,148,4.24,2,245
Chamberí,Almagro,40.4350408987888,-3.6909747850141,Private room,65,2,0,0,1,233
Centro,Justicia,40.4219571660701,-3.7007778252979,Entire home/apt,45,2,21,0.58,1,341
Arganzuela,Palos de Moguer,40.4022583781539,-3.69162862486673,Entire home/apt,50,2,22,0.71,11,292
Centro,Embajadores,40.4115102212803,-3.70734223578013,Entire home/apt,75,2,23,0.64,40,8
Chamberí,Almagro,40.4272679541563,-3.69303373987818,Entire home/apt,125,7,13,0.36,40,279
Centro,Justicia,40.4229403051084,-3.70056577261567,Entire home/apt,50,2,39,1.73,2,106
Chamberí,Trafalgar,40.432090255187,-3.69928478370769,Entire home/apt,60,1,2,0.21,1,0
Chamberí,Rios Rosas,40.4400297984552,-3.69849055520362,Entire home/apt,45,10,23,0.65,1,103
Centro,Embajadores,40.4081595222881,-3.69973313954066,Entire home/apt,60,2,41,1.13,1,297
Centro,Sol,40.4188294243337,-3.70594443582388,Private room,30,2,74,2.11,5,290
Centro,Universidad,40.4228434355899,-3.70251617308369,Entire home/apt,75,2,53,1.48,5,312
Centro,Cortes,40.4125526865694,-3.69789592650142,Entire home/apt,55,2,118,3.27,2,297
Centro,Cortes,40.4108111498726,-3.69499821584971,Entire home/apt,55,2,122,4.01,2,291
Centro,Universidad,40.4282109984483,-3.70431138123914,Private room,22,3,9,0.27,2,101
Centro,Cortes,40.4109081700266,-3.69475690815272,Entire home/apt,52,1,240,6.69,6,0
Chamberí,Gaztambide,40.4347301641116,-3.71399375806136,Entire home/apt,120,3,1,0.05,2,281
Centro,Justicia,40.4241265795818,-3.69856168629399,Entire home/apt,70,3,73,2.35,1,289
Salamanca,Goya,40.4241057196529,-3.67506095530752,Entire home/apt,140,4,20,0.66,40,303
Centro,Cortes,40.4186072238919,-3.69554412958112,Entire home/apt,110,4,42,1.17,1,301
Centro,Embajadores,40.4107763027421,-3.69947187396801,Entire home/apt,75,2,11,0.36,1,251
Latina,Lucero,40.4023099257327,-3.74867483212224,Entire home/apt,69,5,0,0,1,154
Centro,Embajadores,40.4078650156164,-3.70135154827334,Entire home/apt,69,4,96,2.66,2,296
Centro,Universidad,40.4230635378343,-3.70997073430894,Entire home/apt,50,1,95,2.64,46,293
Centro,Embajadores,40.4090405012153,-3.7029735479659,Entire home/apt,47,2,177,4.9,1,302
Centro,Embajadores,40.4119958399,-3.70609765734323,Entire home/apt,87,2,127,4.85,1,321
Centro,Universidad,40.4222745295286,-3.70643840949201,Entire home/apt,77,4,4,0.11,51,326
Salamanca,Goya,40.4219144138805,-3.67768270061261,Entire home/apt,80,3,12,0.38,2,297
Centro,Embajadores,40.4128098536123,-3.70651846786775,Entire home/apt,65,2,145,4.01,1,181
Salamanca,Fuente del Berro,40.4271831075147,-3.66595487950888,Entire home/apt,50,3,86,2.38,1,73
Centro,Palacio,40.4124080755874,-3.70950835349806,Private room,39,1,30,1.01,5,352
Centro,Universidad,40.4239779244642,-3.70497718840226,Entire home/apt,55,3,99,2.74,3,310
Centro,Palacio,40.4224343418549,-3.710936700311,Entire home/apt,60,1,5,0.14,1,354
Carabanchel,Abrantes,40.3831674701133,-3.72126995746266,Private room,38,2,1,0.19,1,365
Arganzuela,Palos de Moguer,40.40367613273,-3.69348276003351,Entire home/apt,55,2,25,0.83,2,153
Salamanca,Recoletos,40.4235053293598,-3.68926064744639,Entire home/apt,3189,1,0,0,1,365
Centro,Embajadores,40.4104453901144,-3.69861446534056,Entire home/apt,35,3,156,4.37,3,313
Carabanchel,Puerta Bonita,40.3804717076043,-3.74425393209461,Entire home/apt,58,5,7,0.22,26,216
Centro,Palacio,40.4182312168314,-3.71112281970996,Entire home/apt,58,3,73,2.26,1,334
Centro,Universidad,40.428464641388,-3.70392062465445,Entire home/apt,105,1,214,5.92,4,324
Tetuán,Berruguete,40.4592485211955,-3.70794953996864,Private room,28,1,9,0.26,1,364
Centro,Justicia,40.4227815188773,-3.69429082211111,Entire home/apt,82,3,5,0.22,18,141
Retiro,Pacífico,40.4046833172787,-3.67975355793687,Entire home/apt,121,4,11,0.4,51,339
Centro,Palacio,40.4218351603434,-3.7102503438179,Entire home/apt,65,2,7,0.2,4,50
Centro,Cortes,40.4141055406646,-3.7028934471434,Entire home/apt,70,2,8,0.42,4,314
Centro,Cortes,40.4155851265801,-3.70147144935353,Entire home/apt,55,2,18,0.79,4,329
Centro,Cortes,40.4144198352485,-3.69931362215348,Entire home/apt,98,2,41,1.15,1,329
Centro,Universidad,40.4217274800282,-3.70180502326997,Entire home/apt,120,3,77,2.14,2,240
Centro,Universidad,40.4237879345556,-3.70395716651355,Private room,50,2,0,0,1,365
Fuencarral - El Pardo,Pilar,40.4804230301834,-3.71087610139779,Private room,73,1,0,0,1,365
Carabanchel,San Isidro,40.3951124040432,-3.72792195490689,Private room,35,2,34,0.94,1,103
Centro,Embajadores,40.4109309006704,-3.70690938646816,Entire home/apt,75,2,105,2.92,2,299
Centro,Sol,40.4187930946487,-3.70739997470878,Entire home/apt,62,2,33,0.93,5,219
Chamartín,Hispanoamérica,40.4579986964358,-3.680175892646,Entire home/apt,70,2,1,0.04,1,96
Centro,Embajadores,40.411265424139,-3.70424024837065,Private room,35,1,177,4.93,2,71
Chamartín,Nueva España,40.4607528175568,-3.68946729934976,Private room,31,1,90,2.64,6,303
Carabanchel,Comillas,40.3927802221924,-3.71300608383285,Entire home/apt,40,2,41,1.34,1,316
Centro,Embajadores,40.409336397765,-3.70415414478762,Private room,36,1,175,4.89,2,155
Centro,Universidad,40.4258270048834,-3.70353930881245,Private room,30,1,37,1.15,1,282
Chamberí,Trafalgar,40.4337828172388,-3.70415139627594,Entire home/apt,73,1,118,3.28,23,167
Chamberí,Arapiles,40.4338968790211,-3.70659268385854,Entire home/apt,37,3,79,2.2,1,307
Centro,Sol,40.41881366131,-3.70344237992584,Entire home/apt,64,2,193,5.6,4,112
Centro,Justicia,40.4209262992005,-3.69712106499524,Private room,35,4,64,2.68,2,56
Centro,Embajadores,40.4092475450077,-3.70405175141928,Private room,38,2,78,2.2,3,347
Centro,Justicia,40.4233760256669,-3.69887832328209,Entire home/apt,88,2,37,1.03,40,294
Centro,Universidad,40.4260924326917,-3.70415270571467,Private room,35,1,0,0,2,364
Arganzuela,Palos de Moguer,40.4055402554041,-3.70046049469393,Private room,35,120,12,0.39,1,249
Centro,Embajadores,40.4138816020329,-3.70610079114158,Entire home/apt,120,3,13,0.38,6,101
Chamberí,Almagro,40.4263270491262,-3.69184299067907,Entire home/apt,145,1,80,2.39,3,273
Centro,Cortes,40.4150287832772,-3.69710632857806,Entire home/apt,120,1,61,1.76,3,295
Centro,Palacio,40.412036826255,-3.71025031027866,Entire home/apt,65,4,83,2.34,1,265
Centro,Cortes,40.4113336999166,-3.69480889527876,Private room,55,2,26,0.72,1,353
Tetuán,Bellas Vistas,40.4480967210896,-3.70536474994804,Entire home/apt,30,2,62,3.58,3,345
Salamanca,Lista,40.4321963616753,-3.67277119273266,Entire home/apt,50,1,17,6.22,1,115
Hortaleza,Canillas,40.4634593827431,-3.64832555040603,Private room,40,1,10,0.29,1,365
Centro,Universidad,40.4217006938496,-3.7059007762835,Private room,30,2,111,3.13,10,280
Centro,Cortes,40.4137891625705,-3.69854926436452,Entire home/apt,51,3,120,3.37,3,300
Centro,Embajadores,40.4125622149202,-3.70547460350677,Private room,23,2,80,2.44,2,155
Carabanchel,San Isidro,40.3956756158428,-3.7210562052747,Private room,35,2,5,0.15,1,365
Tetuán,Berruguete,40.460678916326,-3.70057472322871,Private room,25,3,1,0.08,1,365
Centro,Sol,40.4187040709964,-3.70215279434652,Entire home/apt,49,2,170,4.96,2,302
Fuencarral - El Pardo,El Pardo,40.5627362912676,-3.86390726676684,Private room,35,1,16,0.49,1,365
Centro,Universidad,40.4205167894442,-3.70618911243316,Entire home/apt,69,3,18,0.51,5,350
Salamanca,Fuente del Berro,40.4295023024432,-3.66133490244183,Private room,35,1,159,4.52,1,67
Centro,Embajadores,40.4114851622374,-3.70407934048443,Entire home/apt,100,3,93,2.66,5,311
Centro,Embajadores,40.4114503025977,-3.70764270221603,Entire home/apt,95,2,17,0.5,40,294
Salamanca,Lista,40.4295786632087,-3.67319350720039,Entire home/apt,95,3,87,2.46,1,239
Centro,Palacio,40.4086036251879,-3.71061887987349,Entire home/apt,100,3,14,0.39,1,332
Moncloa - Aravaca,Argüelles,40.4214981813991,-3.71588524756913,Entire home/apt,124,3,4,0.12,2,93
Chamberí,Arapiles,40.4301917934483,-3.70710714068937,Entire home/apt,160,3,18,0.53,3,282
Centro,Universidad,40.4219162093218,-3.70245208363048,Entire home/apt,65,1,74,2.07,4,307
Centro,Palacio,40.4202181024226,-3.70897453275045,Private room,32,9,31,1.23,1,86
Centro,Justicia,40.4243581675792,-3.69694582914288,Entire home/apt,55,3,93,2.62,1,151
Centro,Universidad,40.4277869170047,-3.70565532537456,Entire home/apt,90,3,147,4.13,4,69
Arganzuela,Acacias,40.4024815634311,-3.70263067053353,Private room,23,5,1,0.04,25,365
Chamberí,Trafalgar,40.4350526473947,-3.70199951011443,Private room,23,5,6,0.17,25,365
Moncloa - Aravaca,Argüelles,40.425655194899,-3.71594179715295,Private room,23,5,2,0.06,25,365
Chamberí,Trafalgar,40.4292949675526,-3.69668651699678,Private room,23,5,7,0.26,25,365
Arganzuela,Chopera,40.3954484311399,-3.6957860212896,Private room,23,4,4,0.18,25,359
Centro,Embajadores,40.4075394983952,-3.70051702538037,Private room,30,2,167,5.34,3,32
Arganzuela,Palos de Moguer,40.4028500885285,-3.69089278261152,Entire home/apt,49,2,126,3.8,3,115
Arganzuela,Palos de Moguer,40.4034514043781,-3.69141688599624,Entire home/apt,79,2,127,6.26,3,86
Centro,Universidad,40.4226355108533,-3.70598080325299,Entire home/apt,100,1,83,2.36,46,286
Retiro,Adelfas,40.4004823169218,-3.67320005388455,Entire home/apt,45,2,13,1.15,1,335
Tetuán,Almenara,40.4715550717444,-3.69135165224934,Entire home/apt,54,2,8,0.24,26,228
Centro,Palacio,40.4156164983457,-3.71103148142193,Entire home/apt,220,3,19,0.63,6,356
Centro,Universidad,40.4243598134732,-3.70673078923122,Entire home/apt,99,1,2,0.08,5,233
Carabanchel,Comillas,40.3922040683048,-3.70782991542927,Private room,25,1,13,2.93,2,110
Centro,Sol,40.4162759015091,-3.7008831340305,Entire home/apt,90,3,63,1.79,11,325
Arganzuela,Palos de Moguer,40.404393904149,-3.69849273533708,Entire home/apt,36,2,6,0.17,2,134
Retiro,Ibiza,40.4183941793037,-3.67551206128309,Entire home/apt,90,2,3,0.11,10,310
Centro,Justicia,40.4267939207801,-3.69979585792799,Entire home/apt,90,2,9,0.27,1,0
Centro,Cortes,40.4122461077325,-3.69835533646107,Entire home/apt,40,3,52,1.49,1,328
Ciudad Lineal,Pueblo Nuevo,40.4324301347845,-3.64272690172509,Entire home/apt,40,20,0,0,1,0
Centro,Sol,40.4159728054576,-3.70259508141366,Entire home/apt,75,2,205,5.97,2,184
